,country,year,sex-age,cases,sex,age
83206,IS,1997,f2534,0.0,f,25-34
83207,IS,1998,f2534,0.0,f,25-34
83208,IS,1999,f2534,1.0,f,25-34
83209,IS,2000,f2534,1.0,f,25-34
83210,IS,2001,f2534,,f,25-34
83211,IS,2002,f2534,1.0,f,25-34
83212,IS,2003,f2534,0.0,f,25-34
83213,IS,2004,f2534,0.0,f,25-34
83214,IS,2005,f2534,0.0,f,25-34
83215,IS,2006,f2534,2.0,f,25-34
83216,IS,2007,f2534,0.0,f,25-34
83217,IS,2008,f2534,0.0,f,25-34
83218,IT,1980,f2534,,f,25-34
83219,IT,1981,f2534,,f,25-34
83220,IT,1982,f2534,,f,25-34
83221,IT,1983,f2534,,f,25-34
83222,IT,1984,f2534,,f,25-34
83223,IT,1985,f2534,,f,25-34
83224,IT,1986,f2534,,f,25-34
83225,IT,1987,f2534,,f,25-34
83226,IT,1988,f2534,,f,25-34
83227,IT,1989,f2534,,f,25-34
83228,IT,1990,f2534,,f,25-34
83229,IT,1991,f2534,,f,25-34
83230,IT,1992,f2534,,f,25-34
83231,IT,1993,f2534,,f,25-34
83232,IT,1994,f2534,,f,25-34
83233,IT,1995,f2534,93.0,f,25-34
83234,IT,1996,f2534,116.0,f,25-34
83235,IT,1997,f2534,129.0,f,25-34
83236,IT,1998,f2534,150.0,f,25-34
83237,IT,1999,f2534,63.0,f,25-34
83238,IT,2000,f2534,58.0,f,25-34
83239,IT,2001,f2534,77.0,f,25-34
83240,IT,2002,f2534,94.0,f,25-34
83241,IT,2003,f2534,121.0,f,25-34
83242,IT,2004,f2534,73.0,f,25-34
83243,IT,2005,f2534,145.0,f,25-34
83244,IT,2006,f2534,165.0,f,25-34
83245,IT,2007,f2534,94.0,f,25-34
83246,IT,2008,f2534,106.0,f,25-34
83247,JM,1980,f2534,,f,25-34
83248,JM,1981,f2534,,f,25-34
83249,JM,1982,f2534,,f,25-34
83250,JM,1983,f2534,,f,25-34
83251,JM,1984,f2534,,f,25-34
83252,JM,1985,f2534,,f,25-34
83253,JM,1986,f2534,,f,25-34
83254,JM,1987,f2534,,f,25-34
83255,JM,1988,f2534,,f,25-34
83256,JM,1989,f2534,,f,25-34
83257,JM,1990,f2534,,f,25-34
83258,JM,1991,f2534,,f,25-34
83259,JM,1992,f2534,,f,25-34
83260,JM,1993,f2534,,f,25-34
83261,JM,1994,f2534,,f,25-34
83262,JM,1995,f2534,6.0,f,25-34
83263,JM,1996,f2534,3.0,f,25-34
83264,JM,1997,f2534,6.0,f,25-34
83265,JM,1998,f2534,3.0,f,25-34
83266,JM,1999,f2534,9.0,f,25-34
83267,JM,2000,f2534,8.0,f,25-34
83268,JM,2001,f2534,7.0,f,25-34
83269,JM,2002,f2534,3.0,f,25-34
83270,JM,2003,f2534,8.0,f,25-34
83271,JM,2004,f2534,6.0,f,25-34
83272,JM,2005,f2534,5.0,f,25-34
83273,JM,2006,f2534,5.0,f,25-34
83274,JM,2007,f2534,2.0,f,25-34
83275,JM,2008,f2534,3.0,f,25-34
83276,JO,1980,f2534,,f,25-34
83277,JO,1981,f2534,,f,25-34
83278,JO,1982,f2534,,f,25-34
83279,JO,1983,f2534,,f,25-34
83280,JO,1984,f2534,,f,25-34
83281,JO,1985,f2534,,f,25-34
83282,JO,1986,f2534,,f,25-34
83283,JO,1987,f2534,,f,25-34
83284,JO,1988,f2534,,f,25-34
83285,JO,1989,f2534,,f,25-34
83286,JO,1990,f2534,,f,25-34
83287,JO,1991,f2534,,f,25-34
83288,JO,1992,f2534,,f,25-34
83289,JO,1993,f2534,,f,25-34
83290,JO,1994,f2534,,f,25-34
83291,JO,1995,f2534,4.0,f,25-34
83292,JO,1996,f2534,11.0,f,25-34
83293,JO,1997,f2534,6.0,f,25-34
83294,JO,1998,f2534,6.0,f,25-34
83295,JO,1999,f2534,7.0,f,25-34
83296,JO,2000,f2534,9.0,f,25-34
83297,JO,2001,f2534,6.0,f,25-34
83298,JO,2002,f2534,4.0,f,25-34
83299,JO,2003,f2534,7.0,f,25-34
83300,JO,2004,f2534,4.0,f,25-34
83301,JO,2005,f2534,6.0,f,25-34
83302,JO,2006,f2534,11.0,f,25-34
83303,JO,2007,f2534,12.0,f,25-34
83304,JO,2008,f2534,15.0,f,25-34
83305,JP,1980,f2534,,f,25-34
83306,JP,1981,f2534,,f,25-34
83307,JP,1982,f2534,,f,25-34
83308,JP,1983,f2534,,f,25-34
83309,JP,1984,f2534,,f,25-34
83310,JP,1985,f2534,,f,25-34
83311,JP,1986,f2534,,f,25-34
83312,JP,1987,f2534,,f,25-34
83313,JP,1988,f2534,,f,25-34
83314,JP,1989,f2534,,f,25-34
83315,JP,1990,f2534,,f,25-34
83316,JP,1991,f2534,,f,25-34
83317,JP,1992,f2534,,f,25-34
83318,JP,1993,f2534,,f,25-34
83319,JP,1994,f2534,,f,25-34
83320,JP,1995,f2534,476.0,f,25-34
83321,JP,1996,f2534,409.0,f,25-34
83322,JP,1997,f2534,455.0,f,25-34
83323,JP,1998,f2534,418.0,f,25-34
83324,JP,1999,f2534,459.0,f,25-34
83325,JP,2000,f2534,464.0,f,25-34
83326,JP,2001,f2534,437.0,f,25-34
83327,JP,2002,f2534,395.0,f,25-34
83328,JP,2003,f2534,395.0,f,25-34
83329,JP,2004,f2534,364.0,f,25-34
83330,JP,2005,f2534,428.0,f,25-34
83331,JP,2006,f2534,361.0,f,25-34
83332,JP,2007,f2534,318.0,f,25-34
83333,JP,2008,f2534,293.0,f,25-34
83334,KE,1980,f2534,,f,25-34
83335,KE,1981,f2534,,f,25-34
83336,KE,1983,f2534,,f,25-34
83337,KE,1985,f2534,,f,25-34
83338,KE,1986,f2534,,f,25-34
83339,KE,1987,f2534,,f,25-34
83340,KE,1988,f2534,,f,25-34
83341,KE,1989,f2534,,f,25-34
83342,KE,1990,f2534,,f,25-34
83343,KE,1991,f2534,,f,25-34
83344,KE,1992,f2534,,f,25-34
83345,KE,1993,f2534,,f,25-34
83346,KE,1994,f2534,,f,25-34
83347,KE,1995,f2534,1759.0,f,25-34
83348,KE,1996,f2534,2327.0,f,25-34
83349,KE,1997,f2534,2604.0,f,25-34
83350,KE,1998,f2534,3469.0,f,25-34
83351,KE,1999,f2534,3997.0,f,25-34
83352,KE,2000,f2534,4363.0,f,25-34
83353,KE,2001,f2534,4822.0,f,25-34
83354,KE,2002,f2534,5465.0,f,25-34
83355,KE,2003,f2534,6023.0,f,25-34
83356,KE,2004,f2534,6326.0,f,25-34
83357,KE,2005,f2534,6521.0,f,25-34
83358,KE,2006,f2534,6052.0,f,25-34
83359,KE,2007,f2534,5979.0,f,25-34
83360,KE,2008,f2534,5475.0,f,25-34
83361,KG,1980,f2534,,f,25-34
83362,KG,1981,f2534,,f,25-34
83363,KG,1982,f2534,,f,25-34
83364,KG,1983,f2534,,f,25-34
83365,KG,1984,f2534,,f,25-34
83366,KG,1985,f2534,,f,25-34
83367,KG,1986,f2534,,f,25-34
83368,KG,1987,f2534,,f,25-34
83369,KG,1988,f2534,,f,25-34
83370,KG,1989,f2534,,f,25-34
83371,KG,1990,f2534,,f,25-34
83372,KG,1991,f2534,,f,25-34
83373,KG,1992,f2534,,f,25-34
83374,KG,1993,f2534,,f,25-34
83375,KG,1994,f2534,,f,25-34
83376,KG,1995,f2534,94.0,f,25-34
83377,KG,1996,f2534,93.0,f,25-34
83378,KG,1997,f2534,133.0,f,25-34
83379,KG,1998,f2534,89.0,f,25-34
83380,KG,1999,f2534,199.0,f,25-34
83381,KG,2000,f2534,146.0,f,25-34
83382,KG,2001,f2534,183.0,f,25-34
83383,KG,2002,f2534,179.0,f,25-34
83384,KG,2003,f2534,227.0,f,25-34
83385,KG,2004,f2534,228.0,f,25-34
83386,KG,2005,f2534,236.0,f,25-34
83387,KG,2006,f2534,203.0,f,25-34
83388,KG,2007,f2534,213.0,f,25-34
83389,KG,2008,f2534,217.0,f,25-34
83390,KH,1980,f2534,,f,25-34
83391,KH,1981,f2534,,f,25-34
83392,KH,1982,f2534,,f,25-34
83393,KH,1983,f2534,,f,25-34
83394,KH,1984,f2534,,f,25-34
83395,KH,1985,f2534,,f,25-34
83396,KH,1986,f2534,,f,25-34
83397,KH,1987,f2534,,f,25-34
83398,KH,1988,f2534,,f,25-34
83399,KH,1989,f2534,,f,25-34
83400,KH,1990,f2534,,f,25-34
83401,KH,1991,f2534,,f,25-34
83402,KH,1992,f2534,,f,25-34
83403,KH,1993,f2534,,f,25-34
83404,KH,1994,f2534,,f,25-34
83405,KH,1995,f2534,1133.0,f,25-34
83406,KH,1996,f2534,1087.0,f,25-34
83407,KH,1997,f2534,,f,25-34
83408,KH,1998,f2534,1184.0,f,25-34
83409,KH,1999,f2534,1229.0,f,25-34
83410,KH,2000,f2534,1157.0,f,25-34
83411,KH,2001,f2534,1033.0,f,25-34
83412,KH,2002,f2534,1114.0,f,25-34
83413,KH,2003,f2534,1287.0,f,25-34
83414,KH,2004,f2534,1276.0,f,25-34
83415,KH,2005,f2534,1413.0,f,25-34
83416,KH,2006,f2534,1330.0,f,25-34
83417,KH,2007,f2534,1351.0,f,25-34
83418,KH,2008,f2534,1403.0,f,25-34
83419,KI,1980,f2534,,f,25-34
83420,KI,1981,f2534,,f,25-34
83421,KI,1982,f2534,,f,25-34
83422,KI,1983,f2534,,f,25-34
83423,KI,1984,f2534,,f,25-34
83424,KI,1985,f2534,,f,25-34
83425,KI,1986,f2534,,f,25-34
83426,KI,1987,f2534,,f,25-34
83427,KI,1988,f2534,,f,25-34
83428,KI,1989,f2534,,f,25-34
83429,KI,1990,f2534,,f,25-34
83430,KI,1991,f2534,,f,25-34
83431,KI,1992,f2534,,f,25-34
83432,KI,1993,f2534,,f,25-34
83433,KI,1994,f2534,,f,25-34
83434,KI,1995,f2534,,f,25-34
83435,KI,1996,f2534,3.0,f,25-34
83436,KI,1997,f2534,0.0,f,25-34
83437,KI,1998,f2534,5.0,f,25-34
83438,KI,1999,f2534,9.0,f,25-34
83439,KI,2000,f2534,6.0,f,25-34
83440,KI,2001,f2534,7.0,f,25-34
83441,KI,2002,f2534,8.0,f,25-34
83442,KI,2003,f2534,4.0,f,25-34
83443,KI,2004,f2534,9.0,f,25-34
83444,KI,2005,f2534,12.0,f,25-34
83445,KI,2006,f2534,5.0,f,25-34
83446,KI,2007,f2534,6.0,f,25-34
83447,KI,2008,f2534,9.0,f,25-34
83448,KM,1988,f2534,,f,25-34
83449,KM,1989,f2534,,f,25-34
83450,KM,1990,f2534,,f,25-34
83451,KM,1991,f2534,,f,25-34
83452,KM,1992,f2534,,f,25-34
83453,KM,1993,f2534,,f,25-34
83454,KM,1994,f2534,,f,25-34
83455,KM,1995,f2534,9.0,f,25-34
83456,KM,1996,f2534,12.0,f,25-34
83457,KM,1997,f2534,,f,25-34
83458,KM,1998,f2534,9.0,f,25-34
83459,KM,1999,f2534,,f,25-34
83460,KM,2000,f2534,6.0,f,25-34
83461,KM,2001,f2534,11.0,f,25-34
83462,KM,2002,f2534,6.0,f,25-34
83463,KM,2003,f2534,7.0,f,25-34
83464,KM,2004,f2534,,f,25-34
83465,KM,2005,f2534,7.0,f,25-34
83466,KM,2006,f2534,5.0,f,25-34
83467,KM,2007,f2534,,f,25-34
83468,KM,2008,f2534,11.0,f,25-34
83469,KN,1980,f2534,,f,25-34
83470,KN,1981,f2534,,f,25-34
83471,KN,1982,f2534,,f,25-34
83472,KN,1983,f2534,,f,25-34
83473,KN,1984,f2534,,f,25-34
83474,KN,1985,f2534,,f,25-34
83475,KN,1986,f2534,,f,25-34
83476,KN,1987,f2534,,f,25-34
83477,KN,1988,f2534,,f,25-34
83478,KN,1989,f2534,,f,25-34
83479,KN,1990,f2534,,f,25-34
83480,KN,1991,f2534,,f,25-34
83481,KN,1992,f2534,,f,25-34
83482,KN,1993,f2534,,f,25-34
83483,KN,1994,f2534,,f,25-34
83484,KN,1995,f2534,,f,25-34
83485,KN,1996,f2534,,f,25-34
83486,KN,1997,f2534,,f,25-34
83487,KN,1998,f2534,,f,25-34
83488,KN,1999,f2534,,f,25-34
83489,KN,2000,f2534,,f,25-34
83490,KN,2001,f2534,,f,25-34
83491,KN,2002,f2534,,f,25-34
83492,KN,2003,f2534,,f,25-34
83493,KN,2004,f2534,,f,25-34
83494,KN,2005,f2534,,f,25-34
83495,KN,2006,f2534,,f,25-34
83496,KN,2007,f2534,,f,25-34
83497,KN,2008,f2534,1.0,f,25-34
83498,KP,1988,f2534,,f,25-34
83499,KP,1996,f2534,,f,25-34
83500,KP,1997,f2534,295.0,f,25-34
83501,KP,1998,f2534,24.0,f,25-34
83502,KP,1999,f2534,235.0,f,25-34
83503,KP,2000,f2534,1121.0,f,25-34
83504,KP,2001,f2534,1132.0,f,25-34
83505,KP,2002,f2534,1720.0,f,25-34
83506,KP,2003,f2534,1623.0,f,25-34
83507,KP,2004,f2534,1577.0,f,25-34
83508,KP,2005,f2534,1756.0,f,25-34
83509,KP,2006,f2534,1373.0,f,25-34
83510,KP,2007,f2534,1682.0,f,25-34
83511,KP,2008,f2534,1792.0,f,25-34
83512,KR,1980,f2534,,f,25-34
83513,KR,1981,f2534,,f,25-34
83514,KR,1982,f2534,,f,25-34
83515,KR,1983,f2534,,f,25-34
83516,KR,1984,f2534,,f,25-34
83517,KR,1985,f2534,,f,25-34
83518,KR,1986,f2534,,f,25-34
83519,KR,1987,f2534,,f,25-34
83520,KR,1988,f2534,,f,25-34
83521,KR,1989,f2534,,f,25-34
83522,KR,1990,f2534,,f,25-34
83523,KR,1991,f2534,,f,25-34
83524,KR,1992,f2534,,f,25-34
83525,KR,1993,f2534,,f,25-34
83526,KR,1994,f2534,,f,25-34
83527,KR,1995,f2534,863.0,f,25-34
83528,KR,1996,f2534,827.0,f,25-34
83529,KR,1997,f2534,685.0,f,25-34
83530,KR,1998,f2534,708.0,f,25-34
83531,KR,1999,f2534,653.0,f,25-34
83532,KR,2000,f2534,544.0,f,25-34
83533,KR,2001,f2534,890.0,f,25-34
83534,KR,2002,f2534,854.0,f,25-34
83535,KR,2003,f2534,793.0,f,25-34
83536,KR,2004,f2534,847.0,f,25-34
83537,KR,2005,f2534,842.0,f,25-34
83538,KR,2006,f2534,859.0,f,25-34
83539,KR,2007,f2534,807.0,f,25-34
83540,KR,2008,f2534,722.0,f,25-34
83541,KW,1980,f2534,,f,25-34
83542,KW,1981,f2534,,f,25-34
83543,KW,1982,f2534,,f,25-34
83544,KW,1983,f2534,,f,25-34
83545,KW,1984,f2534,,f,25-34
83546,KW,1985,f2534,,f,25-34
83547,KW,1986,f2534,,f,25-34
83548,KW,1987,f2534,,f,25-34
83549,KW,1988,f2534,,f,25-34
83550,KW,1989,f2534,,f,25-34
83551,KW,1990,f2534,,f,25-34
83552,KW,1991,f2534,,f,25-34
83553,KW,1992,f2534,,f,25-34
83554,KW,1993,f2534,,f,25-34
83555,KW,1994,f2534,,f,25-34
83556,KW,1995,f2534,24.0,f,25-34
83557,KW,1996,f2534,17.0,f,25-34
83558,KW,1997,f2534,26.0,f,25-34
83559,KW,1998,f2534,14.0,f,25-34
83560,KW,1999,f2534,23.0,f,25-34
83561,KW,2000,f2534,24.0,f,25-34
83562,KW,2001,f2534,30.0,f,25-34
83563,KW,2002,f2534,37.0,f,25-34
83564,KW,2003,f2534,31.0,f,25-34
83565,KW,2004,f2534,44.0,f,25-34
83566,KW,2005,f2534,31.0,f,25-34
83567,KW,2006,f2534,41.0,f,25-34
83568,KW,2007,f2534,53.0,f,25-34
83569,KW,2008,f2534,47.0,f,25-34
83570,KY,1980,f2534,,f,25-34
83571,KY,1981,f2534,,f,25-34
83572,KY,1982,f2534,,f,25-34
83573,KY,1983,f2534,,f,25-34
83574,KY,1984,f2534,,f,25-34
83575,KY,1985,f2534,,f,25-34
83576,KY,1986,f2534,,f,25-34
83577,KY,1987,f2534,,f,25-34
83578,KY,1988,f2534,,f,25-34
83579,KY,1989,f2534,,f,25-34
83580,KY,1990,f2534,,f,25-34
83581,KY,1991,f2534,,f,25-34
83582,KY,1992,f2534,,f,25-34
83583,KY,1993,f2534,,f,25-34
83584,KY,1995,f2534,,f,25-34
83585,KY,1996,f2534,,f,25-34
83586,KY,1997,f2534,,f,25-34
83587,KY,1998,f2534,1.0,f,25-34
83588,KY,1999,f2534,0.0,f,25-34
83589,KY,2000,f2534,,f,25-34
83590,KY,2001,f2534,,f,25-34
83591,KY,2002,f2534,,f,25-34
83592,KY,2003,f2534,0.0,f,25-34
83593,KY,2004,f2534,0.0,f,25-34
83594,KY,2005,f2534,,f,25-34
83595,KY,2006,f2534,0.0,f,25-34
83596,KY,2007,f2534,0.0,f,25-34
83597,KY,2008,f2534,,f,25-34
83598,KZ,1980,f2534,,f,25-34
83599,KZ,1981,f2534,,f,25-34
83600,KZ,1982,f2534,,f,25-34
83601,KZ,1983,f2534,,f,25-34
83602,KZ,1984,f2534,,f,25-34
83603,KZ,1985,f2534,,f,25-34
83604,KZ,1986,f2534,,f,25-34
83605,KZ,1987,f2534,,f,25-34
83606,KZ,1988,f2534,,f,25-34
83607,KZ,1989,f2534,,f,25-34
83608,KZ,1990,f2534,,f,25-34
83609,KZ,1991,f2534,,f,25-34
83610,KZ,1992,f2534,,f,25-34
83611,KZ,1993,f2534,,f,25-34
83612,KZ,1994,f2534,,f,25-34
83613,KZ,1995,f2534,,f,25-34
83614,KZ,1996,f2534,,f,25-34
83615,KZ,1997,f2534,673.0,f,25-34
83616,KZ,1998,f2534,713.0,f,25-34
83617,KZ,1999,f2534,872.0,f,25-34
83618,KZ,2000,f2534,1079.0,f,25-34
83619,KZ,2001,f2534,1062.0,f,25-34
83620,KZ,2002,f2534,1086.0,f,25-34
83621,KZ,2003,f2534,,f,25-34
83622,KZ,2004,f2534,912.0,f,25-34
83623,KZ,2005,f2534,767.0,f,25-34
83624,KZ,2006,f2534,636.0,f,25-34
83625,KZ,2007,f2534,605.0,f,25-34
83626,KZ,2008,f2534,659.0,f,25-34
83627,LA,1980,f2534,,f,25-34
83628,LA,1982,f2534,,f,25-34
83629,LA,1983,f2534,,f,25-34
83630,LA,1984,f2534,,f,25-34
83631,LA,1985,f2534,,f,25-34
83632,LA,1986,f2534,,f,25-34
83633,LA,1987,f2534,,f,25-34
83634,LA,1988,f2534,,f,25-34
83635,LA,1989,f2534,,f,25-34
83636,LA,1990,f2534,,f,25-34
83637,LA,1991,f2534,,f,25-34
83638,LA,1992,f2534,,f,25-34
83639,LA,1993,f2534,,f,25-34
83640,LA,1994,f2534,,f,25-34
83641,LA,1995,f2534,49.0,f,25-34
83642,LA,1996,f2534,62.0,f,25-34
83643,LA,1997,f2534,83.0,f,25-34
83644,LA,1998,f2534,121.0,f,25-34
83645,LA,1999,f2534,115.0,f,25-34
83646,LA,2000,f2534,95.0,f,25-34
83647,LA,2001,f2534,99.0,f,25-34
83648,LA,2002,f2534,141.0,f,25-34
83649,LA,2003,f2534,107.0,f,25-34
83650,LA,2004,f2534,137.0,f,25-34
83651,LA,2005,f2534,186.0,f,25-34
83652,LA,2006,f2534,196.0,f,25-34
83653,LA,2007,f2534,175.0,f,25-34
83654,LA,2008,f2534,165.0,f,25-34
83655,LB,1981,f2534,,f,25-34
83656,LB,1982,f2534,,f,25-34
83657,LB,1983,f2534,,f,25-34
83658,LB,1984,f2534,,f,25-34
83659,LB,1985,f2534,,f,25-34
83660,LB,1986,f2534,,f,25-34
83661,LB,1987,f2534,,f,25-34
83662,LB,1991,f2534,,f,25-34
83663,LB,1992,f2534,,f,25-34
83664,LB,1994,f2534,,f,25-34
83665,LB,1995,f2534,18.0,f,25-34
83666,LB,1996,f2534,13.0,f,25-34
83667,LB,1997,f2534,20.0,f,25-34
83668,LB,1998,f2534,20.0,f,25-34
83669,LB,1999,f2534,26.0,f,25-34
83670,LB,2000,f2534,26.0,f,25-34
83671,LB,2001,f2534,28.0,f,25-34
83672,LB,2002,f2534,21.0,f,25-34
83673,LB,2003,f2534,12.0,f,25-34
83674,LB,2004,f2534,21.0,f,25-34
83675,LB,2005,f2534,14.0,f,25-34
83676,LB,2006,f2534,12.0,f,25-34
83677,LB,2007,f2534,30.0,f,25-34
83678,LB,2008,f2534,32.0,f,25-34
83679,LC,1980,f2534,,f,25-34
83680,LC,1981,f2534,,f,25-34
83681,LC,1982,f2534,,f,25-34
83682,LC,1983,f2534,,f,25-34
83683,LC,1984,f2534,,f,25-34
83684,LC,1985,f2534,,f,25-34
83685,LC,1986,f2534,,f,25-34
83686,LC,1987,f2534,,f,25-34
83687,LC,1988,f2534,,f,25-34
83688,LC,1989,f2534,,f,25-34
83689,LC,1990,f2534,,f,25-34
83690,LC,1991,f2534,,f,25-34
83691,LC,1992,f2534,,f,25-34
83692,LC,1994,f2534,,f,25-34
83693,LC,1995,f2534,,f,25-34
83694,LC,1996,f2534,,f,25-34
83695,LC,1997,f2534,3.0,f,25-34
83696,LC,1998,f2534,2.0,f,25-34
83697,LC,1999,f2534,1.0,f,25-34
83698,LC,2000,f2534,0.0,f,25-34
83699,LC,2001,f2534,,f,25-34
83700,LC,2002,f2534,,f,25-34
83701,LC,2003,f2534,1.0,f,25-34
83702,LC,2004,f2534,3.0,f,25-34
83703,LC,2005,f2534,0.0,f,25-34
83704,LC,2006,f2534,,f,25-34
83705,LC,2007,f2534,,f,25-34
83706,LC,2008,f2534,1.0,f,25-34
83707,LK,1980,f2534,,f,25-34
83708,LK,1981,f2534,,f,25-34
83709,LK,1982,f2534,,f,25-34
83710,LK,1983,f2534,,f,25-34
83711,LK,1984,f2534,,f,25-34
83712,LK,1985,f2534,,f,25-34
83713,LK,1986,f2534,,f,25-34
83714,LK,1987,f2534,,f,25-34
83715,LK,1988,f2534,,f,25-34
83716,LK,1989,f2534,,f,25-34
83717,LK,1990,f2534,,f,25-34
83718,LK,1991,f2534,,f,25-34
83719,LK,1992,f2534,,f,25-34
83720,LK,1993,f2534,,f,25-34
83721,LK,1994,f2534,,f,25-34
83722,LK,1995,f2534,206.0,f,25-34
83723,LK,1996,f2534,168.0,f,25-34
83724,LK,1997,f2534,217.0,f,25-34
83725,LK,1998,f2534,235.0,f,25-34
83726,LK,1999,f2534,231.0,f,25-34
83727,LK,2000,f2534,264.0,f,25-34
83728,LK,2001,f2534,247.0,f,25-34
83729,LK,2002,f2534,248.0,f,25-34
83730,LK,2003,f2534,218.0,f,25-34
83731,LK,2004,f2534,237.0,f,25-34
83732,LK,2005,f2534,261.0,f,25-34
83733,LK,2006,f2534,248.0,f,25-34
83734,LK,2007,f2534,228.0,f,25-34
83735,LK,2008,f2534,288.0,f,25-34
83736,LR,1980,f2534,,f,25-34
83737,LR,1981,f2534,,f,25-34
83738,LR,1982,f2534,,f,25-34
83739,LR,1983,f2534,,f,25-34
83740,LR,1985,f2534,,f,25-34
83741,LR,1986,f2534,,f,25-34
83742,LR,1987,f2534,,f,25-34
83743,LR,1988,f2534,,f,25-34
83744,LR,1992,f2534,,f,25-34
83745,LR,1993,f2534,,f,25-34
83746,LR,1994,f2534,,f,25-34
83747,LR,1995,f2534,,f,25-34
83748,LR,1996,f2534,78.0,f,25-34
83749,LR,1997,f2534,,f,25-34
83750,LR,1998,f2534,160.0,f,25-34
83751,LR,1999,f2534,,f,25-34
83752,LR,2000,f2534,149.0,f,25-34
83753,LR,2001,f2534,143.0,f,25-34
83754,LR,2002,f2534,250.0,f,25-34
83755,LR,2003,f2534,180.0,f,25-34
83756,LR,2004,f2534,397.0,f,25-34
83757,LR,2005,f2534,297.0,f,25-34
83758,LR,2006,f2534,371.0,f,25-34
83759,LR,2007,f2534,,f,25-34
83760,LR,2008,f2534,237.0,f,25-34
83761,LS,1980,f2534,,f,25-34
83762,LS,1981,f2534,,f,25-34
83763,LS,1982,f2534,,f,25-34
83764,LS,1983,f2534,,f,25-34
83765,LS,1984,f2534,,f,25-34
83766,LS,1985,f2534,,f,25-34
83767,LS,1986,f2534,,f,25-34
83768,LS,1987,f2534,,f,25-34
83769,LS,1988,f2534,,f,25-34
83770,LS,1989,f2534,,f,25-34
83771,LS,1990,f2534,,f,25-34
83772,LS,1991,f2534,,f,25-34
83773,LS,1992,f2534,,f,25-34
83774,LS,1993,f2534,,f,25-34
83775,LS,1994,f2534,,f,25-34
83776,LS,1995,f2534,125.0,f,25-34
83777,LS,1996,f2534,189.0,f,25-34
83778,LS,1997,f2534,272.0,f,25-34
83779,LS,1998,f2534,283.0,f,25-34
83780,LS,1999,f2534,,f,25-34
83781,LS,2000,f2534,336.0,f,25-34
83782,LS,2001,f2534,,f,25-34
83783,LS,2002,f2534,447.0,f,25-34
83784,LS,2003,f2534,567.0,f,25-34
83785,LS,2004,f2534,691.0,f,25-34
83786,LS,2005,f2534,721.0,f,25-34
83787,LS,2006,f2534,642.0,f,25-34
83788,LS,2007,f2534,121.0,f,25-34
83789,LS,2008,f2534,700.0,f,25-34
83790,LT,1980,f2534,,f,25-34
83791,LT,1981,f2534,,f,25-34
83792,LT,1982,f2534,,f,25-34
83793,LT,1983,f2534,,f,25-34
83794,LT,1984,f2534,,f,25-34
83795,LT,1985,f2534,,f,25-34
83796,LT,1986,f2534,,f,25-34
83797,LT,1987,f2534,,f,25-34
83798,LT,1988,f2534,,f,25-34
83799,LT,1989,f2534,,f,25-34
83800,LT,1990,f2534,,f,25-34
83801,LT,1991,f2534,,f,25-34
83802,LT,1992,f2534,,f,25-34
83803,LT,1993,f2534,,f,25-34
83804,LT,1994,f2534,,f,25-34
83805,LT,1995,f2534,53.0,f,25-34
83806,LT,1996,f2534,62.0,f,25-34
83807,LT,1997,f2534,77.0,f,25-34
83808,LT,1998,f2534,25.0,f,25-34
83809,LT,1999,f2534,48.0,f,25-34
83810,LT,2000,f2534,37.0,f,25-34
83811,LT,2001,f2534,59.0,f,25-34
83812,LT,2002,f2534,59.0,f,25-34
83813,LT,2003,f2534,49.0,f,25-34
83814,LT,2004,f2534,48.0,f,25-34
83815,LT,2005,f2534,41.0,f,25-34
83816,LT,2006,f2534,48.0,f,25-34
83817,LT,2007,f2534,41.0,f,25-34
83818,LT,2008,f2534,51.0,f,25-34
83819,LU,1980,f2534,,f,25-34
83820,LU,1981,f2534,,f,25-34
83821,LU,1982,f2534,,f,25-34
83822,LU,1983,f2534,,f,25-34
83823,LU,1984,f2534,,f,25-34
83824,LU,1985,f2534,,f,25-34
83825,LU,1986,f2534,,f,25-34
83826,LU,1987,f2534,,f,25-34
83827,LU,1988,f2534,,f,25-34
83828,LU,1989,f2534,,f,25-34
83829,LU,1990,f2534,,f,25-34
83830,LU,1991,f2534,,f,25-34
83831,LU,1992,f2534,,f,25-34
83832,LU,1993,f2534,,f,25-34
83833,LU,1994,f2534,,f,25-34
83834,LU,1995,f2534,,f,25-34
83835,LU,1996,f2534,2.0,f,25-34
83836,LU,1997,f2534,0.0,f,25-34
83837,LU,1998,f2534,1.0,f,25-34
83838,LU,1999,f2534,,f,25-34
83839,LU,2000,f2534,,f,25-34
83840,LU,2001,f2534,2.0,f,25-34
83841,LU,2002,f2534,2.0,f,25-34
83842,LU,2003,f2534,1.0,f,25-34
83843,LU,2004,f2534,5.0,f,25-34
83844,LU,2005,f2534,2.0,f,25-34
83845,LU,2006,f2534,3.0,f,25-34
83846,LU,2007,f2534,0.0,f,25-34
83847,LU,2008,f2534,0.0,f,25-34
83848,LV,1980,f2534,,f,25-34
83849,LV,1981,f2534,,f,25-34
83850,LV,1982,f2534,,f,25-34
83851,LV,1983,f2534,,f,25-34
83852,LV,1984,f2534,,f,25-34
83853,LV,1985,f2534,,f,25-34
83854,LV,1986,f2534,,f,25-34
83855,LV,1987,f2534,,f,25-34
83856,LV,1988,f2534,,f,25-34
83857,LV,1989,f2534,,f,25-34
